AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class,Timestamp,time_rel,time_gap,jerk_x,jerk_y,jerk_z,lateral_qforce,speed_variance,label
-0.43971384,0.46315426,-0.66686726,0.004886922,-0.011377365,-0.023365596,AGGRESSIVE,818936,0.014,0.0,-13.144863899999999,6.4818031,-5.9627915,0.6386392797532057,5.658915456613154,1
0.18210125,-0.16286528,-0.16554546,0.01160644,0.03810272,-0.021533,AGGRESSIVE,818937,0.015,1.0,6.2181509,-6.260195399999999,5.013217999999999,0.24430711140087777,5.5334194844415965,1
-0.37785566,0.023731947,0.8001833,0.004886922,0.022220224,-0.0025961774,AGGRESSIVE,818937,0.015,0.0,-5.599569099999999,1.86597227,9.6572876,0.3786001916302294,5.363083928181005,1
0.26729798,-0.83977634,-0.38885117,-0.014660766,0.03443753,-0.025198191,AGGRESSIVE,818938,0.016,1.0,6.4515364,-8.63508287,-11.890344700000002,0.8812902537392978,5.198474091335354,1
-0.74608386,-1.1472193,0.007487297,-0.007941248,0.0008399397,-0.023365596,AGGRESSIVE,818938,0.016,0.0,-10.133818400000001,-3.0744295999999993,3.9633846700000004,1.368485750179734,5.029133690609054,1
0.05382228,0.4766457,-0.056230545,-0.02076942,0.0008399397,-0.030695979,AGGRESSIVE,818939,0.017,1.0,7.9990614,16.23865,-0.6371784199999999,0.47967484940622895,4.913709881731601,1
0.14207172,-0.64231193,0.6090803,-0.0,0.02649628,-0.027641652,AGGRESSIVE,818939,0.017,0.0,0.8824944000000001,-11.189576299999999,6.65310845,0.6578365975256191,4.778219036813886,1
0.029505014,0.10766506,0.49456882,0.004886922,0.016111571,-0.00870483,AGGRESSIVE,818940,0.018,1.0,-1.12566706,7.4997698999999995,-1.1451148,0.11163472128304794,4.671524386873511,1
0.010455728,0.19506311,0.7586765,-0.018325957,-0.014431692,0.01695151,AGGRESSIVE,818940,0.018,0.0,-0.19049285999999999,0.8739805,2.6410767999999996,0.195343131772996,4.553727474652577,1
-0.10675931,0.46166867,-0.20333004,0.023823744,0.008781188,0.0022907446,AGGRESSIVE,818941,0.019,1.0,-1.17215038,2.6660556,-9.6200654,0.4738517818171047,4.455566086324602,1
-0.4406935,-0.6665633,0.2986803,0.03726278,0.0075594573,-0.004428773,AGGRESSIVE,818942,0.02,1.0,-3.3393419,-11.282319699999999,5.0201034,0.7990728338825817,4.345239868798172,1
-0.33768082,-0.35907316,-0.58811665,-0.01038471,0.0032834008,0.012064588,AGGRESSIVE,818942,0.02,0.0,1.0301268000000001,3.0749014,-8.867969500000001,0.49291162537341116,4.243477330553768,1
1.1014359,0.7269268,0.057224274,0.012217305,-0.017486017,-0.012370021,AGGRESSIVE,818943,0.021,1.0,14.391167199999998,10.859999600000002,6.45340924,1.3196907267867914,4.132811464103724,1
0.24783754,0.09656301,0.45060062,0.017715093,-0.010155635,-0.018478673,AGGRESSIVE,818943,0.021,0.0,-8.5359836,-6.3036379,3.9337634599999998,0.2659847009388166,4.0513713780546725,1
0.06939864,-0.0015867352,0.041068077,-0.005497787,-0.0077121737,-0.019700404,AGGRESSIVE,818944,0.022,1.0,-1.784389,-0.9814974519999999,-4.09532543,0.06941677724040866,3.998465528530678,1
-0.26347494,0.529738,-0.28295517,-0.004886922,-0.014431692,-0.042913284,AGGRESSIVE,818944,0.022,0.0,-3.3287358,5.313247352,-3.2402324699999996,0.5916429604516592,3.916136458437335,1
